Code,Description
72004756,Anwer Vervoer CC
20346435,Henyo Bande CC
72000513,Zamalwandle Transport Logistics
20928929,Africlearing (Pty) Ltd
20714247,Chickpea Trading CC
FH000489,National Maize Co Operation
FH000467,Swaziland Meat Industry
20844562,Felipa Construction and Trading
FH000945,Pronto Investments
FH001085,Shadeport and Steel Pty Ltd
FH000050,Transiton
FH000453,Iron Engineering
72002389,Wavelengths Freight (Pty) Ltd
FH000980,Royston Engineering Co
FH000995,Vicker Swaziland (Pty) Ltd
20322112,Limpopo Imports and Exports
01775703,SCP Polycloth Manufacturing Pty Ltd
20104984,Msinga Investments CC
72001552,Teetree Engineering CC
FH000134,Transtech
FH000221,Filtration Africa
21560681,Orienth (Pty) Ltd
00857783,K & K Paint Manufacturers
FH000719,Space International
72001900,C and C Road Carriers CC
72003628,Glad and Rich Trading CC
72003644,K Mahamba Transport CC
72002494,Turner Stuart T/A Transport & Logistics
FH000801,M & M Transport
21181631,Zimbabwe Pensioners Supporter
72004667,Mkhulu Plant And Earthworks (Pty) Ltd
20318884,Coastal Air Couriers
20091494,Robenco Trading (Pty) Ltd
FH000086,Mercedes Benz
20756957,Botselo Mills Pty Ltd
72002850,Consolidated Transport & Rigging
21027159,Russmark Carrier CC
72004829,JFO Malan t/a Malan Vervoer
FH000443,Chrisilda Transport
21122940,Hot As Hell Transport
20305872,Crucial Trade 18 CC T/A Wholesalers
FH000617,Bobonong
20563238,Awan And Channa Freight
72000831,SE Trucking Pty Ltd
20816286,E cool Refrigerated Freight
20719699,Quantum Furniture And Kitchens
20452101,Admin Evolution CC
72001196,Willgro Africa Auto Spares
FH000716,Junior Strauss
20747827,Bongaz Suppliers & Trading
FH000621,Baiku Pty Ltd
01318344,S Couriers pty ltd t/a Omega Couriers
21436305,Franki Geotechnical
01420740,Grindrod Tank Terminals
FH000792,Mariental Pyp & Staal
21529257,Cross Border Clearing And Forwarding
20591158,6th Empire Network
FH000210,Transjipego
FH000977,Ngwenya Glass
FH001016,Pure Haulage
20676340,Retrospective Trading 491
FH000488,Boxer Store
FH000485,M&F Plastic Manufactures
21088780,Fatton Ariva South Africa (Pty) Ltd
FH000936,Mataya Transport
21138854,Golden Hiway Carriers
FH000455,United King Pie
FH000452,Daily Investment
FH001054,Jigamajiga Transport
72004527,Southern Cross Logistix PTY LTD
FH000547,Pikkies Transport
FH000197,Brenner Tranport
FH000189,IS Couriers
72000815,Weptrans CC
FH000981,Sekunjalo
20852572,Wabona Logistics Pty Ltd
72003083,GPW Diesel and Dust CC
FH000613,Nkomo Transport & Hire (Pty) Ltd
20759794,Nico Roux Wildbedryf
21033611,Into Africa Carriers CC
21414885,Cupra 035 Trading CC T/A Khans Logistics
72003407,NHB Transport Pty Ltd
FH000512,Royal Wholesalers
FH000519,Clorpique
01248158,Lesotho Milling Company Pty Ltd
72002982,WA Fraser T/A B.Fraser Automotive
72003660,Kareeboombult Farm
72002443,Glads Corporate Properties
21033395,Tribal Zone Trading 201 t/a Atom Hauliers
FH000337,Oxy Trading 646 cc t/a Devre Trans
FH000356,Daniel Gerhardus Myburgh T/A Mac Transport
00838462,Access Freight International Pty Ltd
20309878,Rosemary Rahab Mabothe
00445765,FFS Refiners Pty Ltd
20640233,B Verster Vervoer
21587944,Slabbert Trading
FH000096,Macaia
FH000075,Access Freight
72003881,Bonnie Brook Vervoer BK
20228559,AK Road Transport Lines T/A UK Transport
FH000499,Imvelo Yetfu Investment
FH000900,Pitros International
01576516,Portugal Fisheries CC
20363826,Komati Cash and Carry Pty Ltd
FH000440,Lalgy Transport
21110552,Crocodiles Ford Etates Pty Ltd
00287939,LC von Wissel T/A Gainmore (Pty) Ltd
20408280,Montana General Trading 53 CC T/A Namibia Express
FH000146,Thirty Fisrt Transport (Pty) Ltd
FH000994,Aliki Enterprise T/A Calsiment
20860701,Bepha Import and Export
20104615,Fairpoint Investments CC t/a Fuji Motor Worldwide
20688100,PTR Logistics
21046208,MAS Freight CC
FH000525,Atom Hauliers
FH000250,T.C.P Logistics
FH000644,Wavelengths Freight
FH000281,Ecleopass Enterprises Zimbabwe
FH000727,All Bright Logistics Pty Ltd
00320256,Actom (Pty) Ltd
FH000398,Chrisilder Transport
21286645,Holukile Industrial Supplies (Pty) Ltd
FH000831,Medsure Healthcare PVT LTD
FH000854,Makonde Freight
20161109,Saxton Trading (Pty) Ltd
20621524,Elandsway Exports CC
FH000432,Fast Suppliers
FH001043,Swazi Mining Ventures
20940218,Industrial and Mining Requirements CC
FH001018,Elivester Logistics
21410464,Afnet Durban Pty Ltd
72005299,Careful Carriers (Pty) Ltd
01030392,Eucaforest (Pty) Ltd
01869406,Global Roofing Solutions (Pty) Ltd
01476504,Winsen International Trading CC
20254141,Sixbar Trading 800
FH000014,Zebra Transport
FH000917,Raging Bull Enterprises Pvt Ltd
72004470,Warwill Transporters & Logistics CC
20447923,Bearing Man Group
FH000915,Mitchel Cotts Freight
FH000543,Sallys Dairy
21512681,WK Clearing And Forwarding (Pty) Ltd
20188039,Cenyo Trading CC
21058035,Bakervanz Logistics Pty Limited
FH000596,Nuhr Freight
72002621,Fairdinkem Carriers CC
FH000586,EC Jensen Transport-Namibia
21326269,Taylored Logistics Pty Ltd
FH000532,Timba Trading
FH000129,Tanya Coach Service
FH000527,Carapella
72004233,R Coetzee
72004225,GJ Coetzee
FH000260,Stuttafords Zambia Ltd
21033282,K And R Engineering Services CC
FH000721,Collier & Yeast (Pty) Ltd
FH000319,Corredor Transporters LDA (Mozambique)
FH000318,Sixtus Investments
72000661,Tamia Transport Services
72002478,Glads  Transport
FH000363,Can Manufacturers (Pty) Ltd
FH000767,Scorpio Carriers
72002931,Kaloryx 16 CC
FH000856,Great Idea Trading
FH001053,Zigizendoda Transport
21329136,Multipurpose Distributors (Pty) Ltd
20578323,Noble Shipping CC
FH001047,Fistos Transport
21136185,African Transport Solutions (Pty) Ltd
FH000097,Namide
21603180,Morwadia Lephogole Trading And ProjectsS
FH000498,Appoloana Creations
1688312,Pneumatic Retail Operations & Hydraulic Supplies
01855619,Star Bell Trading Corporation CC
FH000412,Aqua ( Mbaza Enterprises)
FH001073,J and M Investments
FH001086,Lesotho Reinforcing Pty Ltd
FH001092,Feedmaster
FH000449,Matsapha Trade
72004128,Greystone Trading 1505
72005140,Mecca Logistics (Pty) Ltd
20760309,Mimo Logistics
FH000608,Kertrade 18 CC
FH000605,Jambo Enterprises
00962585,Nesh Freight CC
00523058,Muhnaz Import & Export Enterprises CC
72001927,TDK Transport CC
20064201,Image Freight and Logistics CC
21572840,Sahara Freight North (JHB) (Pty) Ltd
72000483,Microzone Trading 538 CC
FH000594,Turkmen Investments
20605482,Sairas Shipping CC
FH000538,Seafood
FH000658,Biddulps Removals & Storage Botswana Pty Ltd
01687715,Gurneyi Trading
72004241,P2 Mining
21572220,Cyphercorp Trading (Pty)Ltd
FH000626,Thochima Enterprises
00626883,Pact Industrial Marketing CC
FH000348,Jawa Transport
20726384,Car Carriers Africa (Pty) Ltd
21034456,Bullet AL T/A Combine Freight
FH000820,DK Transport Pty Ltd
20634528,Shafik Limbada Carriers
FH000816,Stunsteel Enterprises
21031864,Donkey Trucking CC
72002532,Motions Cargo Services CC
20333261,Trafalgar Logistics Pty Ltd
20821521,H2H Logistics
72005256,Afrit (Pty) Ltd
FH000908,Alro Shipping PVT Ltd
00043857,Boardman Bros Pty Ltd
FH000904,Shabs Carriers
FH001079,DZ Transport
01684902,Sparklight Gearboxes
01643002,Chestnut Hill Investments 94
21455596,Teralco (Pty) Ltd
FH000159,Check in Store
01378732,Manica South Africa (Pty) Ltd
20780294,Veggie Planet (Pty) Ltd
01416574,SN Mabasa T/A Marine Import & Export
72002680,Rigwell
FH000511,Talane Farm
20299751,WZ Betonwerke
20943144,Alsi Imports and Exports CC
FH000135,Ranvann
20120171,911 Truck Rentals T/A Triangle Truck Hire
FH000232,Parmalat Botswana
20811748,Biza Transport Pty Ltd
21507891,Main Street 1301 (Pty) Ltd
21129384,ABC Kings
FH000312,Zalawi Houlage Limited
20612631,Renidroc (Pty) Ltd
72001358,Miltons Supply Chain Logistics
21504027,Midos Transport CC
FH000802,Komsberg Farming
20702991,Tengwa Africa Pty Ltd
21038265,JV Equipment Supplies CC
72001013,Kimbracento (Pty) Ltd
72003989,BGC Trucking CC
21020286,J And S Distributors BHM
00771942,Marlyn Chemicals Pty Ltd
20769425,Cosmo Africa Logistics CC
00523473,Shoprite Checkers Pty Ltd
FH000963,Cubiquity Limited
20739183,N M Khan Carriers
21509258,HI Form Logistics (Pty) Ltd
20948744,Sawshop (PTY) LTD
20206492,Success Logistical Support CC
FH000461,Manoah Investments
FH001078,Cattle Feeders North Pty Ltd
FH000942,Langz Investment
72003377,Angel Carriers cc
FH000997,Actual Protective Clothing t/a Actual Transport
21160563,GMI Mining Pty Ltd
72001609,AfroWheels Logistics Pty Ltd
FH000601,Jocarpe Clearing Agent
FH000606,Cusiquity Transport
20804068,Trans Africa Coaches
FH000591,CD Nel
72001153,Archipax 63 CC
FH000127,PXL
72003458,Dial -a - load
FH000120,Alliance Freight
20000845,Frasers intenational removals T/A AGS Frasers
72000025,TSC Logistics Pty Ltd
72001382,R Brijnarain t/a Skar Freight
FH000308,Seine (Pty) Ltd
21046909,Lexiline CC
72003611,L de Lima Carriers CC
FH000366,BP Freight
00187781,Jacques Hau (Pty) Ltd
FH000970,Sterling Furnishing
FH000090,Mr Bonelli
FH000077,Natrans
72001757,Nyamane Maintenance and Clearing Services CC
72002206,Crystal Cool Logistix (Pty) Ltd
72001293,Cogent Logistics
FH000902,Gees Transport
FH000446,Build IT
21272130,V and E Freight
FH000149,L Renze Logistics
20184964,MA De Swardt t/a Leeuwkop Logistics
01124575,Specialised Edible Oil & Fats Pty Ltd
72004136,JH Transport CC
72005116,HFX Services CC
01935168,Timber and Spec CC
72003067,Rhythm King Trading 34 (Pty) Ltd
21032097,Country Cloud Trading  142 CC
FH000604,Freight and Passenger
20148597,Donco Trust
72001587,Dizoblox
FH000108,Meridian Transport
FH000124,Taunzer
02047390,Ngiya Bona Zonke Clearing
FH000286,Macepack Transport
20887764,Biotech Emporium CC
FH000235,Veggieland
21249492,Van Way Carriers Pty Ltd
72000939,Best Enough Trading & Projects 117 CC
72002036,Black Eight Transport
FH000334,Coenraad JJ Bezuidenhout
FH000781,Absolute Logistics
00902952,JC Hultquist T/A JC Industrial Suppliers
FH000833,Gimacathe Investment Lusaka Zambia
20774287,HJ Van Wyk Transport BK
20485570,Double Stars Trading 249 cc
21277620,Flexagon Freight And Logistics 
21263647,Calthol Clearing And Fowarding Agency
20170816,Biotrace Trading (Pty) Ltd
21087946,A and S Interior Design and Shopfitters CC
21546699,SPM Clearing (Pty) Ltd
01800932,NS Traders CC
20759764,MWSC Express CC
20970106,R Combrinck t/a Combrincks Transport
FH001034,Gertrude L Mkweza t/a Mage Investments
FH000076,DHL
FH001006,George Dennis Yiannakis
20561863,Mega Foam & Bedding CC
20425549,Declared Cargo Express CC
00520717,Embassy Exports
20884528,Express Cartage Limited
FH000571,Timco Botswana (Pty) Ltd
FH000190,Rix Transport cc
21367318,A.A.K  Logistics (Pty) Ltd
72001994,King Zoom Transport
21144462,Cassandra Logistics
21043233,Kwagga Logistics CC
FH000118,Dynamic Road Services
FH000126,Logico
72004586,Nkhunzi Import Export and General Dealers
20698156,Quality Coffins CC
FH000639,Zosi Transport
72002583,Moz logistics
21050476,Panthera Azul Courriers
72002885,LSJ Transport
FH000838,Shihla Movement Lusaka Zambia
72002117,Phimbe Logistics CC
72001064,Cargo Road Link (Pty) Ltd
FH000217,Louws Transport
FH000216,OB Transport
21445311,Nema-Kay Trading Enterprise CC
FH000439,Ourobranco
FH000021,Dastel Transport
FH000864,LDR Freight CC
FH000087,Smith Mining Equipment
21210696,Three Choirs T/A Tortoise Transport
72004497,R Potgieter
00941857,Central African Road Services Pty Ltd
21149294,TWK Agri (Pty) Ltd
FH000487,Electrical Supplier
72001692,Coll Croc Logistics CC
72002796,Injectrade 1007 CC
FH000006,Matanuska Transport (SA) Ltd
72003334,Danorarea Transport Services
21196603,Seipati Transport and Logistics Pty Ltd
72003318,Krero Investments CC
FH000160,Southern Africa
21040366,AI Trucking CC
FH000564,A & O Trasnport Botswana
01438924,FH Bertling Logistics Pty Ltd
72000440,Magnavolt Trading 664
72003156,Royal pack Solutions (Pty) ltd
FH000516,Eureke Mohapye
20191536,Stucky motors
20688658,Sikander Traders
FH000294,Sengwa Investments (PVT) Ltd
01354703,Nuga Trading CC
20792178,Import Auto Carriers CC
01249758,Express Link Cargo SA Pty Ltd
20167768,Kirana Exporters CC
FH000350,P Weakly Transport
21008792,LT Plant CC
FH000800,Richthoven Transport
72001072,Dynamic Web Logistics
FH001052,Smuts Transport
FH000962,Cleanerbard Enterprise T/A Interstate Trading
FH001037,CDS Investment
FH000975,Maqalf Transport
FH000427,Academic
FH000428,African Muthi Madiceny
FH000429,Afrimpex Investment
FH000420,Sizwe Courrier
FH000868,Adpoint Trading 170 Pty Ltd T/A CR Holdings
FH001023,Sharp Freight Swaziland Pty Ltd
72000246,Mhashu Cross Border Logistics CC
21209559,Amina Shipping And Clearing Agent
21036130,Nordika Cargo Freight
01759440,Mansoors Import & Export Agencies CC
20423856,TJs Snacks Manufacturing
20745484,Namfreight CC
FH000061,Flamboyant Trading
01147204,Clover SA Pty Ltd
72000866,Veldskoen Vervoer T/A Du Plessis Vervoer
72000858,Manline Pty Ltd
20629746,Lud Logistics Pty Ltd
FH000585,Flying Cargo (Pty) Ltd
20842616,Main-Tain Trade CC
21474837,Nivlac Engineering And Projects
FH000285,Fersons PVT LTD
20582427,Marlyn Vulindlela (Pty) Ltd
21325807,Big World Freight Services (Pty) Ltd
72004616,RFB Logistics Pty Ltd
00663122,Supaswift (Pty) Ltd
FH000231,Clover Botswana
21173028,Mercury Freight (Pty) Ltd
72001773,PKR Transport CC
21031155,Aum Logistics CC
FH000768,Van Wyk Transport
FH000859,Shepparton Investments
20690627,Gaanewe Motor Mechanics
21131542,Namgola Logistics
FH000031,DHL Swaziland
FH000034,Crawford Investments
20714182,Silvex 119 CC
FH000912,Peter Charles Brewer
FH000925,My Mistake Transport
20290274,Airoad Express
20201288,M and M Logistics
FH000194,Slabbert Burger
21218034,Abel Daniel Petrus Pienaar
1543785,German Warehousing and Logistics CC
01864110,Tamamyane Ronald Saane
01892707,ABN Logistics
72003784,Le Roux Besigheidstrust
20717645,Omega Gas and Lubricants
21160271,Machava Trading CC
FH000533,RB Motors II
01779431,Exposure Management Services (Pty) Ltd t/a interlogix
20794847,City Dliveries Pty Ltd T/A City Couriers
FH000656,Fauna one Trading
20560557,Volcanic Waters Trust T/A Wheel Ace
20852483,Malacca Investments T/A Jakes Auto Exports
FH000723,JB Kashaya
72004764,Ultimum Group (Pty) Ltd
20348489,M.B.M Marketing Pty Ltd
01526637,Richbay Chemical Pty Ltd
21028724,Shelfzone 114 T/A SRS Trucking
72004713,Montigny Cement
FH000399,CLM Transport Lda
FH000760,Elwie Transport
FH000850,Interfreight t/a Interfreight Logistics
21043586,Infinite Fleet Transport
00123665,Donaventa Holdings Pty Ltd T/A Dixon Batteries
21580575,Reef Tankers (Pty) Ltd
21136703,Goldwin Investments Pty Ltd
20105352,HFR Schaefer Vervoer (Edms) Bpk
01724178,Bull Clothing (Pty) Ltd
20072222,Hotalot Operations Pty Ltd T/A Massyn Moves
72004055,Katawa Trading 124
21069613,Mace Logistics Pty Ltd
FH000546,Northnam Carriers
21042571,Delabra Trading CC
FH000187,Woodway Carriers
20322929,Inyoni Africa Irrigation Specialist Pty Ltd
11111111,Test
20585426,Silver Lake Trading 443 (PTY) LTD
72002311,Patrew Transport CC
72000841,Ternel Freight Projects
FH000597,Zengeza Haulage
FH000589,Smit Staal & Sweiswerke-Zeerust
FH000125,CDS
20585636,Nunso-Fast Logistics
21519864,Dladla Plant Hire Projects
00848211,White horse Carriers (Pty) Ltd
20080191,Jackson Transport Pty Ltd
FH000266,Africon
72002060,CP Geldenhuys T/A National Road Carriers
21302566,De-Yes Auto Carriers Pty Ltd
FH000341,Vimbi transport
20175737,Closetrade 491 cc
FH000762,Viljoen Transport
20770516,Tanker Services Fuel & Gas (Pty) Ltd
21520993,RDM Clearing And Forwarding (Pty) Ltd
72003393,EVZ Industrial Services
72003873,Van Wettens Breakdown Services Pty Ltd
20377346,Pace International Trading
FH000418,Cross Continentals
01492354,PNR Transport
FH000567,Eureka De Jager
20799229,Zuloki 546 CC
20806559,Limpopo Dairies (Pty) Ltd
FH000627,Shif Contractors
FH000304,Pentagon Eng Services (Pty) Ltd
21030682,Benash Transport
21303724,R.A. Meiring T/A Prestige Trucking
21093961,Honeysucker Haulage CC
20818297,KRM Plastics (Pty) Ltd
01554980,Nomad Freight
20261722,Refuel Carriers Pty Ltd
21128787,Destre Transport CC
FH000764,JJ Couriers
FH000379,Dandre Transport
FH000381,Transworld Cargo
FH000839,Grotrans PVT LTD
00475823,Magic Tissues (Pty) Ltd
20879723,Manline Energy (Pty) Ltd
FH000843,Feather Weight Holding PTY LTD
21069168,FDR Distributors
72000181,AJS Richter & Seun
21163422,Peak Timbers Limited
FH000038,Tombs Trucking
21030515,HeimatTransport CC
21042822,Phidisanang Forwarding Pty Ltd
20069971,FP Du Toit Transport SA Pty Ltd
FH000092,Kupalee Transport
FH001005,Maxliner Investments t/a Need Transport
72001730,Le Co Co Travel and Tours CC
FH000907,Movenet Transport
FH000451,Clock Work
FH001055,Naiphron Investments
20884560,Quick and Easy Imports and Exports
FH000442,Spintex
FH000556,Mr Move
FH000575,Cam Namibia
72001544,Road Load CC
01768287,NWK Beperk
72004993,Lebombo Timber Products
21042660,HLC Hauliers t/a Linwill carriers
20341883,Renwood Carriers CC
21058752,Musara Trading and Investments CC
72004721,Merchants Transport
FH000797,Dikwels Transport
72004373,Lenio Trading & Logistics CC
FH000853,Logistica Trucking
FH000848,Trafalgar Logistics
72003539,Quandor Carriers CC
20846611,Trioptimum Logistics JNB (Pty) Ltd
20898625,Tac Media CC
FH000091,ASI AS Investments
FH000069,MKA Trucking
72005280,Evaflex CC
72004081,Veloz Transporters CC
FH000013,Eneya Tranpsort
FH001091,Sekunjalo
FH001057,Spearhole Enterprise
FH000954,JW Wilson International T/A Megahaul Transport
20919536,RSP Contractors CC
72000890,PEC Transport (Pty) Ltd
FH000610,Master Blaster Pty Ltd
00078666,SA Clothing Ind Div of Seardel Group Trading
72005019,Copperline Logistics (Pty) Ltd
21563273,SJ Kruger Business (Pty) Ltd
21514897,Tswalanang Logistics (Pty) Ltd
21105002,Asia Pacific Cargo Pty Ltd
20419957,W.M Bolton T/A Shock & Trailor
21276322,Motitila Corporate
FH000507,G & S Projects
72002656,Lakeside City Trading 9 (Pty) Ltd
20520559,RP Logistix Pty Ltd
FH000245,Space International
20748009,Bloemfontein Marble & Granite
FH000739,Chawasarira Transport
20873128,Verbena Freight and Logistics Management
72004268,P Esterhuyse Vervoer
72000017,Hetties Transport
20489398,Opo Distributors
72003245,Kymsharo Road Hauliers CC
72004748,Commercial Vehicle Delivery Services Pty Ltd
FH000835,Formiga PVT LTD
72000149,Camako Trans CC
21179627,Kubuta Transport CC
FH000212,Nesh Freight Intl Ltd Malawi
72004683,CA Edwards
20822234,Logistics for Sub-Sahara CC
FH000431,FAFA Suppliers
21019912,Ficksburg Clearing Agent
72000750,PBD Logistics Pty Ltd
00097618,Biddulphs Removals & Storage Pty Ltd
FH000494,Melon Wholesalers
FH000482,Hub Hardware
FH000407,Blue Cow Distributors
FH001093,USA Distillers
72005205,Corridor Distributors
01519224,DND Freight CC
20529858,Big Time Trading 155 CC
72005191,Super Bulk Conveyors CC
21315993,Hentiq 1353 (Pty) Ltd
72003199,Gys Jacobs Transport CC
00482004,Kearleys Transport Pty Ltd
20073226,Connected Carriers Pty Ltd
72001188,Vis- Cil Meubelvervoer Bk
21105037,Mid Africa Logistics
20811055,Charllo Bridge Trading Enterprise and Logistics
20869792,Auto Shipping Logistics
00740748,Auto & Truck Tyres (Pty) Ltd
FH000696,Lagans Transport
20089288,Eire Contractors Pty Ltd
FH000714,Cattle Runners
FH000306,Real Cargo (Pty) Ltd
20763510,ABC Achaar CC
20111289,Restauration Full Business
21156591,Across Africa Logistics Pty Ltd
21175551,Eugenes Towing Services
FH000799,Eagle Carriers
72002461,Willowton Logistics (Pty) Ltd
FH000824,Thuso Malawi
FH000817,Choice Trucking
72004381,Juta Transport CC
72002524,Sandpiper Hauliers CC
20640640,Sergio Ajun Khan Carriers
21030124,KNL Motors & Transport Services
FH001020,Crossroads Distribution Limitada
FH000065,C A Sales
20052018,Ramburg Beef (Pty) Ltd
72002230,Dieux Pitie Trucking CC
20513472,Murree Motors CC
21007125,Afropulse 466 (Pty) Ltd
01531346,Etalon Freight and Services CC
21463709,Ndabezitha Investments (Pty) Ltd
72004454,Uptown Trading 918 t/a AC Logistics CC
FH001060,Brads Trucking Pvt Ltd
FH000049,Taurus Distributors
FH000046,Transporters Lalgy
FH000056,Antonio Jose Lourenco
72004535,Kuyanda Commodities 45 CC T/A Marula Transport
FH000148,NY Haulage
72001641,AJA Transport CC
20557220,Furby Gas T/A My Gas
FH000607,U Harry Trading
FH000614,AR5 Hi Grand
72003709,Wilber Van Dyk Motors CC
20743188,BB Handelaars BK
21434256,Imperial Managed Logistics (Pty) Ltd
FH000508,Sides Express Transport
00929735,Mitchell Export
72003598,Ernmak Logistics (Pty) Ltd
FH000243,Sparkler Investments
01581829,Treated Timber Products Pty Ltd
FH000648,Quality Truckers
FH000226,Powergate
20766757,Fanick transport and Trading
72004608,Bradcar Mobile Services CC
20710535,Afbuy Trading CC
FH000355,Jooste Transport
FH000749,WS Drie Transport
20921630,Maluti Express Pty Ltd
20851282,Lartsa Chicks (Pty) Ltd T/A Keystone Hatchery
21137440,KL Clearing
20492770,Spingold Trading
201330664,Welsh Bernadette
21031662,Portland Carriers CC
20092695,Gay Transport (Pty) Ltd
20879460,Lin Jack Import  and Export T/A Southern Logistic
21035541,Mnandi Farm Fresh CC
72000211,Pace International logistics
20473190,Ngiya Bona Zonke Clearing
20160129,Sabenza Transport
FH000939,Roebuck Enterprises (Pvt) Ltd
FH000459,Luphayo Investment
FH000142,Allied Investments
20881235,Mighty Products CC
FH000982,Simtep Consultants
21033591,Breakaway Carriers PTY LTD
01794935,Logisticor Pty Ltd
20103023,Transnational Freight Link Pty Ltd
20469275,Myle Logistics (Pty) Ltd
20815549,Pamdozi Cargo International CC
20878812,Abnormal Freight Solutions CC
FH000130,SRP
00829081,Rollex Pty Ltd
FH000257,Glens Removals and Storage Zimbabwe
FH000267,Gatbro Transport
FH000678,Etrans
FH000706,Hallie Investment
72002028,TLT Transport
FH000393,Halobuck Trading
72002893,EJSwindon T/A EJ Rail
21128710,LP Clearing Services
FH000823,Krakotoa
72004659,WhiteLion Carriers Pty Ltd
FH000201,Karas Fruit and Veg
20827880,Stalph 255
21135294,Petrologistics Botswana Pty Ltd
72004691,Keralox CC
21498658,Freight Experts Clearing Services (Pty)Ltd
00358862,Stuttafords Van Lines (Pty) Ltd
20437498,KZN Agriparts cc
20225851,Turnpan Southern Africa Pty Ltd
20253959,Umar Motors and Parts CC
20050295,E and S Import and Export CC
FH000415,United Freight Services
FH000008,F & B Transport Services
FH000911,Jast Trucking
FH001087,Kuena Products Lesotho (Pty) Ltd
FH000924,Tahera Investments
FH000048,Transfresco
FH000445,B3 Group
FH000172,Southern Granite
FH000173,Shippy Marketing
72002346,Bitline SA 646 CC
FH000560,Trucking Hire-Botswana
72003059,Adi - Bee CC
01830227,Valbros Enterprise
72001171,LL Hattingh Transport cc
FH000517,Baseline
00703137,Africa Auto & Marine Exports & Imports CC
20333547,Waxoton Import Export
FH000139,One Stop Clearing
FH000659,Biddulps Removals & Storage Zimbabwe Pvt Ltd
FH000636,Tiran Transport (Zim)
72002044,Rosa Badenhorst Family Trust
FH000320,Globo Construcors Lda
FH000335,Faunud 91 CC t/a Jaco Joubert Vervoerd
20111297,Silver Dove Import and Export
20183232,Noordwyk Agencies
FH000787,Quinco Transport
72001307,Capstone 58 (Pty) Ltd
FH000346,DTZ Ozgeo Pty Ltd
FH000354,HME Transport
FH000807,Groenewaldt Transport
20353180,Northern Haulage (SA) Pty Ltd
20307840,ECI Freight CC
20514071,Powerbars and Control cc
72000505,Silo Trans Pty Ltd
FH001036,Longubo Fruits & Vegetables
FH000979,Julio ISAC TPT
72004901,MK Truck Rental
72000793,Algorithm Projects Pty Ltd
72000742,Lemex CC
01141656,Denmar Estates (Pty) Ltd
FH000002,Central African Road Services (Pvt) Ltd
FH000054,MMS Transporters
01318735,Ermelo Truck & Tractor Centre
FH000570,JPS Transport Mozambique
20736826,Redtab Trading CC
FH000195,P Weakly
21608824,Logic Customs Solutions (Pty) Ltd
20192948,Grand Lake Trading 65 (Pty) Ltd
FH000599,ETI Transport
20920030,Banali Trading Enterprise CC
20435705,JL Logistics (Pty) Ltd
72003008,Inyoni Boerdery (EDMS) BPK
FH000526,Sonny Motors
20205623,Captaur Carriers CC
FH000712,Carley Motors
FH000322,Buffalo Corporation
72003652,Poppieland Trust
FH000819,Makney Enterprises
21158398,New Enterprise Trading Logistics Pty Ltd
72003954,Campos Transport CC
FH000842,GDR Investment PTY LTD
21093694,Ratis Consulting Services
FH000430,All Stationary
FH001030,Boomerang Haulage T/A Overnite Express
21452104,Maclo Trading (Pty) Ltd
20375912,Red Circle Investments 14 CC
72003301,CJ du Toit Transport
72001226,KLS Logistics 25 (Pty) Ltd
FH000405,Pavillion Transport
72004871,Greenville t/a Speedline
FH000004,Distinct Millers
72004438,Valotech T/A MPW Vervoer
FH001062,Baloyi Trucking
20460669,Mainline Tankers (Pty) Ltd
FH000155,The 6000 Liquor
FH000198,Fercon Foods
20229792,Rings Fochville
00983033,LTR Sales & Services CC
72003040,Belindas Piggery
72003180,Dumalaye Courier Services
01674835,Africa Vehicle Clearance Specialists
72002664,Mthanda Enterprising Logistics CC
20344416,Maxim Lubricants CC
72002087,Elite Star Trading 48 (Pty) Ltd
FH000642,Cargo Train Transport
FH000239,Deo Gloria Investments CC
FH000314,Sophcon (Pty) Ltd
72002451,Tanzer Transport (Pty) Ltd
FH000343,Chamb Investments Lusaka Zambia
FH000791,WD Contractors
20767931,CA Lending Services
00812899,Contour Bedding (PTY) LTD
72003148,Shoreline Logistics Pty Ltd
72003997,Mabaya and Sons Transport and General Contructors
20706628,Tragar Logistics  CC
FH000965,Kings Carriers
72002281,Generale Des Services ET Enterprises Minieres CC
FH001014,Herbert H Phiri t/a HH Transport
FH000095,Parallel
20832149,Chipsons Trading Enterprise
FH000492,Star Paint
21544661,Interfreight Cargo (Pty) Ltd
20837990,Airbrake Distributors (Pty) Ltd
FH000404,Long Distance
FH000441,Rubertech
FH001090,Bayabonga Transport
FH000952,S Kabengele General Dealers
72000068,Transport Holdings Limited
21521574,Neopak Recycling (Pty) Ltd
FH000156,Ellies Electronic CC Namibia
72004934,Overine 327 T/A Gridiron Logistics
FH000565,Dynamic Freight
FH000616,F & N Drilling Pty Ltd
21032518,Expectra 369 CC
21341916,Afrigistics (Pty) Ltd
72000092,TDG Logistics CC
21012594,CL Shelf 71 CC t/a TransAfrica Carriers
20441828,Southern Owl Logistics Pty Ltd
21343986,Purple Fly Trading 118 T/A MAR Logistics
21298405,Excell Freight Pty Ltd
20623861,Clear West Border Clearing CC
21304119,World Impact Import And Export
FH000332,Pieter JVDR Schreuder
72001099,Casco Logistics CC
21070416,SADC Bulk Management And Logistics
20440686,Tantus Trading 264
FH000378,Upington Ground Handling Co
FH000822,BJ Cauriers CC (Namibia)
FH000836,Royco Transport Services CC
72002923,Tich Trucking T/A Jast Trucking
